Date;Company;Stock;Assets to Market Cap;BV Equity to Market Cap;Debt to Equity;Net Income;Oil;Gas;Market;EURUSD;GBPUSD;CNYUSD;JPYUSD;RUBUSD;INRUSD;BRLUSD;T-Bill3M
30.09.1999;3;21,9875;2,824941399;0,775397765;156,9483;1704,739;24,51;2,744;10336,96;1,0684;1,6473;0,1208;0,009405;0,03962;0,02292;0,5161;0,04286
30.06.1999;3;22,4445;2,470926817;0,593012634;201,397;88,752;19,29;2,394;10970,81;1,0351;1,5778;0,12079;0,008258;0,04122;0,02305;0,549;0,05895
31.03.1999;3;21,175;2,539977804;0,630476608;193,838;-199,898;16,76;2,013;9786,16;1,0762;1,6112;0,12077;0,008413;0,0402;0,02356;0,5822;0,06209
31.12.1998;3;26,0499;2,015453691;0,491170561;193,1979;-397,221;12,05;1,945;9181,43;1,1736;1,66;0,12078;0,008779;0,04849;0,02353;0,8276;0,05854
30.09.1998;3;25,2882;2,207974868;0,587169883;156,5141;259,058;16,14;2,433;7842,62;1,1706;1,6989;0,1208;0,007328;0,06285;0,02355;0,8435;0,05871
30.06.1998;3;25,0343;2,101110892;0,577498744;157,4394;48,884;14,18;2,469;8952,01;1,0851;1,6679;0,12077;0,007206;0,16134;0,02357;0,8647;0,05328
31.03.1998;3;23,3586;2,247976355;0,628344407;155,5807;-23,83;15,61;2,522;8799,8;1,0589;1,6725;0,12078;0,007515;0,16377;0,02532;0,8795;0,04851
31.12.1997;3;21,7336;2,43356452;0,694962603;144,4105;3,566;17,64;2,264;7908,24;1,0909;1,6452;0,12078;0,007658;0,16784;0,02551;0,8961;0,04779
30.09.1997;3;17,6713;2,929870038;0,878075337;135,623;251,05;21,18;3,082;7945,25;1,1106;1,6156;0,1207;0,008298;0,17061;0,02766;0,9124;0,04475
30.06.1997;3;17,4174;2,156928065;0,737491852;106,1677;128,715;19,8;2,139;7672,79;1,1255;1,6656;0,12061;0,008728;0,17295;0,02793;0,9289;0,04452
31.03.1997;3;16,9603;2,503574714;0,853252442;108,7511;66,264;20,41;1,926;6583,47;1,1654;1,6374;0,12054;0,008078;0,17464;0,02787;0,9439;0,04361
31.12.1996;3;18,3822;2,327596402;0,75557594;115,1283;41,572;25,92;2,757;6448,26;1,2716;1,714;0,1205;0,008643;0,18018;0,02789;0,9629;0,05078
30.09.1996;3;17,9759;2,285259762;0,824589169;95,4322;245,396;24,38;2,214;5882,16;1,2804;1,5653;0,12045;0,008977;0,18532;0,02795;0,9794;0,0512
28.06.1996;3;20,0071;1,996065951;0,721879007;97,9753;150,647;20,92;2,911;5654,62;1,2809;1,5527;0,12016;0,009114;0,19588;0,02849;0,9961;0,05347
31.12.2015;4;89,96;1,571060484;0,90853622;25,0783;-588;37,04;2,337;17425,03;1,0862;1,4736;0,154;0,008316;0,0137;0,015102;0,2525;0,051
30.09.2015;4;78,88;1,808284667;1,050405456;23,0066;2037;45,09;2,524;16284,7;1,1177;1,5128;0,15732;0,008342;0,01529;0,015253;0,2533;0,05167
30.06.2015;4;96,47;1,467821416;0,858757195;20,4694;571;59,47;2,832;17619,51;1,1147;1,5712;0,16108;0,008163;0,01807;0,015722;0,3222;0,05322
31.03.2015;4;104,98;1,36568825;0,795293916;21,6132;2567;47,6;2,64;17776,12;1,0731;1,4818;0,16129;0,008324;0,01718;0,016048;0,3128;0,05171
31.12.2014;4;112,18;1,26162979;0,740736689;17,8102;3471;53,27;2,889;17823,07;1,2098;1,5577;0,16113;0,008355;0,01723;0,015813;0,3773;0,05032
30.09.2014;4;119,32;1,17673613;0,697389643;16,3432;5593;91,16;4,121;17042,9;1,2631;1,6213;0,1629;0,00912;0,02526;0,016151;0,409;0,05157
30.06.2014;4;130,55;1,057035634;0,62421757;15,2171;5665;105,37;4,461;16826,6;1,3692;1,7106;0,16117;0,009869;0,02942;0,016655;0,4518;0,00295
31.03.2014;4;118,91;1,13487992;0,667160219;15,1861;4512;101,58;4,371;16457,66;1,3769;1,6662;0,16084;0,009687;0,02852;0,0167;0,4403;0,00201
31.12.2013;4;124,91;1,061602954;0,629327526;13,582;4930;98,42;4,23;16576,66;1,3743;1,6557;0,16513;0,009497;0,03039;0,016165;0,4231;0,00165
30.09.2013;4;121,5;1,060652846;0,625137159;12,7204;4950;102,33;3,56;15129,67;1,3527;1,6186;0,16339;0,01018;0,0309;0,015988;0,4505;-0,00015
28.06.2013;4;118,34;1,059363804;0,625787236;13,8481;5365;96,56;3,565;14909,6;1,301;1,5213;0,16293;0,010086;0,03046;0,016755;0,4482;0,00008
28.03.2013;4;118,82;1,026386431;0,611681524;9,996;6178;97,23;4,024;14578,54;1,2819;1,5198;0,16101;0,010614;0,03218;0,018357;0,4945;0,00023
31.12.2012;4;108,14;1,106719204;0,654734363;8,8456;7245;91,82;3,351;13104,14;1,3193;1,6255;0,16047;0,01153;0,03273;0,018236;0,4876;0,00041
28.09.2012;4;116,56;0,994454763;0,588360018;9,1907;5253;92,19;3,32;13437,13;1,286;1,6167;0,15909;0,01283;0,03207;0,018911;0,4932;0,00018
29.06.2012;4;105,5;1,059772392;0,634228698;7,7927;7210;84,96;2,824;12880,09;1,2667;1,5707;0,15735;0,01253;0,03089;0,018055;0,4971;0,00023
30.03.2012;4;107,21;1,015814731;0,597160462;7,3421;6471;103,02;2,126;13212,04;1,3343;1,6008;0,15887;0,012068;0,03412;0,019627;0,5474;0,00033
30.12.2011;4;106,4;0,993727776;0,579616818;8,309;5123;98,83;2,989;12217,56;1,2961;1,5543;0,15872;0,013001;0,03108;0,018822;0,5363;0,00068
30.09.2011;4;92,59;1,106878334;0,659878432;8,0073;7829;79,2;3,666;10913,38;1,3387;1,5584;0,15666;0,012983;0,031;0,020427;0,5318;0,00008
30.06.2011;4;102,84;0,979271588;0,565230452;9,8944;7732;95,42;4,374;12414,34;1,4502;1,6053;0,15471;0,012413;0,03587;0,022411;0,6397;0,00033
31.03.2011;4;107,49;0,901205348;0,512995095;10,442;6211;106,72;4,389;12319,73;1,4158;1,6028;0,15272;0,012029;0,03523;0,022428;0,6126;0,00074
31.12.2010;4;91,25;1,008660094;0,577625755;10,8458;5295;91,38;4,405;11577,51;1,3384;1,5612;0,1515;0,012323;0,03277;0,022365;0,6024;0,00043
30.09.2010;4;81,05;1,086395079;0,631271448;10,3132;3768;79,97;3,872;10788,05;1,3634;1,5716;0,14948;0,011973;0,0327;0,022254;0,5928;0,00094
30.06.2010;4;67,86;1,258776076;0,735061727;10,4426;5409;75,63;4,616;9774,02;1,2238;1,4945;0,14746;0,011308;0,03199;0,021527;0,554;0,00084
31.03.2010;4;75,83;1,109093837;0,630612798;10,8119;4552;83,76;3,869;10856,63;1,351;1,5184;0,14649;0,0107;0,03397;0,022306;0,5625;0,00069
31.12.2009;4;76,99;1,064994537;0,598811569;11,359;3070;79,36;5,572;10428,05;1,4321;1,617;0,14647;0,010753;0,03329;0,021493;0,5738;0,00013
30.09.2009;4;70,43;1,151624057;0,646240179;11,5564;3831;70,61;4,841;9712,28;1,464;1,5982;0,1465;0,01115;0,03331;0,020789;0,5659;0,00023
30.06.2009;4;66,25;1,21326719;0,665938059;13,6302;1745;69,89;3,835;8447;1,4033;1,6458;0,1464;0,010377;0,0321;0,020875;0,5121;0,00015
31.03.2009;4;67,24;1,182736949;0,651482368;13,8859;1837;49,66;3,776;7608,92;1,325;1,4323;0,14634;0,010104;0,02945;0,019712;0,4303;0,00094
31.12.2008;4;73,97;1,087094175;0,58762376;10,2173;4895;44,6;5,622;8776,39;1,3971;1,4593;0,14655;0,011021;0,03401;0,02054;0,4321;0,00125
30.09.2008;4;82,48;0,988828775;0,520133125;7,986;7893;100,64;7,438;10850,66;1,4092;1,7805;0,14601;0,009424;0,03899;0,021288;0,525;0,00158
30.06.2008;4;99,13;0,800678577;0,405057943;8,0782;5975;140;13,353;11350,01;1,5755;1,9923;0,1459;0,009415;0,04265;0,023202;0,6234;0,00175
31.03.2008;4;85,36;0,856576312;0,44509778;8,5542;5168;101,58;10,101;12262,89;1,5788;1,9837;0,14261;0,010031;0,04256;0,02493;0,5682;0,00155
31.12.2007;4;93,33;0,762613256;0,396165659;9,3567;4875;95,98;7,483;13264,82;1,4589;1,985;0,13691;0,008948;0,04059;0,025374;0,5634;0,00053
28.09.2007;4;93,58;0,706285204;0,380350631;8,0489;3718;81,66;6,87;13895,63;1,4267;2,0473;0,13322;0,00871;0,04024;0,025148;0,5456;0,00113
29.06.2007;4;84,24;0,765625607;0,407957807;11,0085;5380;70,68;6,773;13408,62;1,3541;2,0087;0,1313;0,008119;0,03883;0,024564;0,5184;0,00188
